1,1,1,0,0,0,0,4532,0,0,0,0,4532,0,0,0,0,4532,0,14703
1,1,2,0,0,0,0,4532,0,0,0,0,4532,0,0,0,0,4532,0,14703
1,1,3,0,0,0,0,4532,0,0,0,0,4532,0,0,0,0,4532,0,14703
1,1,4,0,0,0,0,4532,0,0,0,0,4532,0,0,0,0,0,5148,34285
1,1,5,0,0,0,0,4532,0,0,0,0,4532,0,0,0,0,0,5148,34285
1,1,6,0,0,0,0,4532,0,0,0,0,4532,0,0,0,0,0,5148,34285
1,1,7,0,0,0,0,4532,0,0,0,0,4532,0,0,0,0,0,0,61416
1,1,8,0,0,0,0,4532,0,0,0,0,4532,0,0,0,0,0,0,61416
1,1,9,0,0,0,0,4532,0,0,0,0,4532,0,0,0,0,0,0,61416
1,1,10,0,0,0,0,4532,0,0,0,0,0,5148,0,0,0,0,4532,34953
1,1,11,0,0,0,0,4532,0,0,0,0,0,5148,0,0,0,0,4532,34953
1,1,12,0,0,0,0,4532,0,0,0,0,0,5148,0,0,0,0,4532,34953
1,1,13,0,0,0,0,4532,0,0,0,0,0,5148,0,0,0,0,0,64729
1,1,14,0,0,0,0,4532,0,0,0,0,0,5148,0,0,0,0,0,64729
1,1,15,0,0,0,0,4532,0,0,0,0,0,5148,0,0,0,0,0,64729
1,1,16,0,0,0,0,4532,0,0,0,0,0,5148,0,0,0,0,0,64729
1,1,17,0,0,0,0,4532,0,0,0,0,0,5148,0,0,0,0,0,64729
1,1,18,0,0,0,0,4532,0,0,0,0,0,5148,0,0,0,0,0,64729
1,1,19,0,0,0,0,4532,0,0,0,0,0,0,5632,0,0,0,0,61459
1,1,20,0,0,0,0,4532,0,0,0,0,0,0,5632,0,0,0,0,61459
1,1,21,0,0,0,0,4532,0,0,0,0,0,0,5632,0,0,0,0,61459
1,1,22,0,0,0,0,4532,0,0,0,0,0,0,5632,0,0,0,0,61459
1,1,23,0,0,0,0,4532,0,0,0,0,0,0,5632,0,0,0,0,61459
1,1,24,0,0,0,0,4532,0,0,0,0,0,0,5632,0,0,0,0,61459
1,1,25,0,0,0,0,4532,0,0,0,0,0,0,5632,0,0,0,0,61459
1,1,26,0,0,0,0,4532,0,0,0,0,0,0,5632,0,0,0,0,61459
1,1,27,0,0,0,0,4532,0,0,0,0,0,0,5632,0,0,0,0,61459
1,1,28,0,0,0,0,0,5148,0,0,0,0,4532,0,0,0,0,4532,35934
1,1,29,0,0,0,0,0,5148,0,0,0,0,4532,0,0,0,0,4532,35934
1,1,30,0,0,0,0,0,5148,0,0,0,0,4532,0,0,0,0,4532,35934
1,1,31,0,0,0,0,0,5148,0,0,0,0,4532,0,0,0,0,0,65710
1,1,32,0,0,0,0,0,5148,0,0,0,0,4532,0,0,0,0,0,65710
1,1,33,0,0,0,0,0,5148,0,0,0,0,4532,0,0,0,0,0,65710
1,1,34,0,0,0,0,0,5148,0,0,0,0,4532,0,0,0,0,0,65710
1,1,35,0,0,0,0,0,5148,0,0,0,0,4532,0,0,0,0,0,65710
1,1,36,0,0,0,0,0,5148,0,0,0,0,4532,0,0,0,0,0,65710
1,1,37,0,0,0,0,0,5148,0,0,0,0,0,5148,0,0,0,0,66327
1,1,38,0,0,0,0,0,5148,0,0,0,0,0,5148,0,0,0,0,66327
1,1,39,0,0,0,0,0,5148,0,0,0,0,0,5148,0,0,0,0,66327
1,1,40,0,0,0,0,0,5148,0,0,0,0,0,5148,0,0,0,0,66327
1,1,41,0,0,0,0,0,5148,0,0,0,0,0,5148,0,0,0,0,66327
1,1,42,0,0,0,0,0,5148,0,0,0,0,0,5148,0,0,0,0,66327
1,1,43,0,0,0,0,0,5148,0,0,0,0,0,5148,0,0,0,0,66327
1,1,44,0,0,0,0,0,5148,0,0,0,0,0,5148,0,0,0,0,66327
1,1,45,0,0,0,0,0,5148,0,0,0,0,0,5148,0,0,0,0,66327
